"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_keyboard_response","correct_response","count_about_this_example","count_block_loop","count_block_sequence","count_constants","count_end_of_experiment","count_end_of_practice","count_experiment","count_experimental_loop","count_feedback","count_fixdot","count_functions","count_green_fixdot","count_instructions","count_keyboard_response","count_logger","count_practice_loop","count_red_fixdot","count_reset_feedback","count_trial_script","count_trial_sequence","datetime","description","disable_garbage_collection","distractor","distractor_color","distractor_pos","eccentricity","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","line_size","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","nontarget_shape","opensesame_codename","opensesame_version","penwidth","pos","practice","repeat_cycle","response","response_end_of_experiment","response_end_of_practice","response_feedback","response_instructions","response_keyboard_response","response_time","response_time_end_of_experiment","response_time_end_of_practice","response_time_feedback","response_time_instructions","response_time_keyboard_response","round_decimals","sampler_backend","set_size","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim_size","subject_nr","subject_parity","target_color","target_orientation","target_pos","target_shape","time_about_this_example","time_block_loop","time_block_sequence","time_constants","time_end_of_experiment","time_end_of_practice","time_experiment","time_experimental_loop","time_feedback","time_fixdot","time_functions","time_green_fixdot","time_instructions","time_keyboard_response","time_logger","time_practice_loop","time_red_fixdot","time_reset_feedback","time_trial_script","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","x","y"
"90.9090909090909","90.9090909090909","646.3969862736783","646.3969862736783","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","/","0","0","0","0","0","0","0","0","NA","10","0","10","0","10","10","0","10","0","10","10","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","absent","blue","None","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","10","10","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","circle","Melodramatic Milgram","4.0.0a17","4","7","yes","0","slash","NA","NA","NA","space","slash","536.30709600111","NA","NA","NA","597.0843239920214","536.30709600111","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","yellow","90","3","rect","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","29574.86671200604","4787.23693700158","31139.434405005886","4189.714050007751","30599.305918003665","31634.535096003674","4787.250303008477","12110.391393012833","NA","30069.93383599911","29571.359202003805","Attentional capture","10","7110.366849010461","11","yes","1024","176.77669529663683","-176.77669529663692"
"91.66666666666667","91.66666666666667","632.442018501024","632.442018501024","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","/","0","0","0","0","0","0","0","0","NA","11","0","11","0","11","11","0","11","0","11","11","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","present","blue","5","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","11","11","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","circle","Melodramatic Milgram","4.0.0a17","4","7","yes","0","slash","NA","NA","NA","space","slash","478.9373730018269","NA","NA","NA","597.0843239920214","478.9373730018269","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","yellow","90","7","rect","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","31896.726077000494","4787.23693700158","33404.38216800976","4189.714050007751","32921.76386099891","33899.50086000317","4787.250303008477","12110.391393012833","NA","32391.79022901226","31893.03874000325","Attentional capture","11","7589.304222012288","12","yes","1024","176.77669529663683","-176.77669529663692"
"92.3076923076923","92.3076923076923","629.3373349248074","629.3373349248074","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","/","0","0","0","0","0","0","0","0","NA","12","0","12","0","12","12","0","12","0","12","12","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","present","yellow","7","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","12","12","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","circle","Melodramatic Milgram","4.0.0a17","4","7","yes","0","slash","NA","NA","NA","space","slash","592.0811320102075","NA","NA","NA","597.0843239920214","592.0811320102075","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","blue","90","4","rect","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","34168.479694009875","4787.23693700158","35789.59258600662","4189.714050007751","35193.56948600034","36284.67144499882","4787.250303008477","12110.391393012833","NA","34663.59744001238","34165.05341100856","Attentional capture","12","8181.385354022495","13","yes","1024","176.77669529663683","-176.77669529663692"
"92.85714285714286","92.85714285714286","619.0663040012753","619.0663040012753","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","z","0","0","0","0","0","0","0","0","NA","13","0","13","0","13","13","0","13","0","13","13","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","absent","blue","None","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","13","13","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","rect","Melodramatic Milgram","4.0.0a17","4","7","yes","0","z","NA","NA","NA","space","z","485.542901995359","NA","NA","NA","597.0843239920214","485.542901995359","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","yellow","0","5","circle","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","36569.847454011324","4787.23693700158","38084.872427003575","4189.714050007751","37595.27976201207","38580.04380000057","4787.250303008477","12110.391393012833","NA","37064.94106000173","36566.39333500061","Attentional capture","13","8666.928256017854","14","yes","1024","176.77669529663683","-176.77669529663692"
"93.33333333333333","93.33333333333333","615.7739848014899","615.7739848014899","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","/","0","0","0","0","0","0","0","0","NA","14","0","14","0","14","14","0","14","0","14","14","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","absent","yellow","None","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","14","14","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","circle","Melodramatic Milgram","4.0.0a17","4","7","yes","0","slash","NA","NA","NA","space","slash","569.6815160044935","NA","NA","NA","597.0843239920214","569.6815160044935","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","blue","90","6","rect","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","38846.43354800937","4787.23693700158","40450.030867010355","4189.714050007751","39870.925843002624","40945.126955004525","4787.250303008477","12110.391393012833","NA","39341.53522000997","38843.17846500198","Attentional capture","14","9236.609772022348","15","yes","1024","176.77669529663683","-176.77669529663692"
"93.75","93.75","613.4195155636917","613.4195155636917","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","z","0","0","0","0","0","0","0","0","NA","15","0","15","0","15","15","0","15","0","15","15","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","absent","yellow","None","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","15","15","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","rect","Melodramatic Milgram","4.0.0a17","4","7","yes","0","z","NA","NA","NA","space","z","578.1024769967189","NA","NA","NA","597.0843239920214","578.1024769967189","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","blue","0","6","circle","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","41202.83161800762","4787.23693700158","42809.71178600157","4189.714050007751","42227.780035012984","43304.83020900283","4787.250303008477","12110.391393012833","NA","41697.95474001148","41199.1128600057","Attentional capture","15","9814.712249019067","16","yes","1024","176.77669529663683","-176.77669529663692"
"94.11764705882354","94.11764705882354","607.3521665889797","607.3521665889797","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","/","0","0","0","0","0","0","0","0","NA","16","0","16","0","16","16","0","16","0","16","16","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","absent","blue","None","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","16","16","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","circle","Melodramatic Milgram","4.0.0a17","4","7","yes","0","slash","NA","NA","NA","space","slash","510.2745829935884","NA","NA","NA","597.0843239920214","510.2745829935884","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","yellow","90","2","rect","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","43581.45250700181","4787.23693700158","45119.86289000197","4189.714050007751","44605.702647008","45614.96044200612","4787.250303008477","12110.391393012833","NA","44076.53771901096","43578.259618006996","Attentional capture","16","10324.986832012655","17","yes","1024","176.77669529663683","-176.77669529663692"
"94.44444444444444","94.44444444444444","609.3211570009266","609.3211570009266","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","z","0","0","0","0","0","0","0","0","NA","17","0","17","0","17","17","0","17","0","17","17","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","present","yellow","2","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","17","17","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","rect","Melodramatic Milgram","4.0.0a17","4","7","yes","0","z","NA","NA","NA","space","z","642.7939940040233","NA","NA","NA","597.0843239920214","642.7939940040233","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","blue","0","7","circle","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","45878.08595200477","4787.23693700158","47549.9986979994","4189.714050007751","46903.1804940023","48045.09546700865","4787.250303008477","12110.391393012833","NA","46373.219466011506","45874.74227300845","Attentional capture","17","10967.780826016678","18","yes","1024","176.77669529663683","-176.77669529663692"
"94.73684210526316","94.73684210526316","606.4907346329786","606.4907346329786","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","z","0","0","0","0","0","0","0","0","NA","18","0","18","0","18","18","0","18","0","18","18","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","absent","blue","None","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","18","18","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","rect","Melodramatic Milgram","4.0.0a17","4","7","yes","0","z","NA","NA","NA","space","z","555.543132009916","NA","NA","NA","597.0843239920214","555.543132009916","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","yellow","0","0","circle","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","48305.72730500717","4787.23693700158","49889.95561499905","4189.714050007751","49330.536743000266","50385.0887150038","4787.250303008477","12110.391393012833","NA","48800.84049800644","48302.315553009976","Attentional capture","18","11523.323958026594","19","yes","1024","176.77669529663683","-176.77669529663692"
"95.0","95","606.1558445508126","606.1558445508126","black","no","psycho","psycho","psycho","0","relative","1","undefined","1","/","0","0","0","0","0","0","0","0","NA","19","0","19","0","19","19","0","19","0","19","19","Thu Mar 30 11:01:20 2023","Loosely based on Theeuwes (1992)","yes","present","yellow","4","250","experiment.osexp","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture","no","mono","no","18","no","white","no","no","768","psycho","75","19","19","0","/home/sebastiaan/git/OpenSesame/opensesame_extensions/core/example_experiments/examples/attentional_capture/quickrun.csv","psycho","circle","Melodramatic Milgram","4.0.0a17","4","7","yes","0","slash","NA","NA","NA","space","slash","599.7929329896579","NA","NA","NA","597.0843239920214","599.7929329896579","2","psycho","8","1024","2","48000","-16","experiment","100","999","odd","blue","90","3","rect","NA","4787.708443007432","4787.656799002434","4787.220058002276","NA","NA","4174.86997701053","NA","NA","50661.857130005956","4787.23693700158","52289.853538008174","4189.714050007751","51686.26335001318","52784.95735800243","4787.250303008477","12110.391393012833","NA","51156.929716002196","50658.565205012565","Attentional capture","19","12123.116891016252","20","yes","1024","176.77669529663683","-176.77669529663692"
